"","PROVIDER_NUMBER","HOSPITAL","TACMIV31"
"1225",180010,"SAINT JOSEPH HOSPITAL",1.959898399
"1226",180011,"SAINT JOSEPH HOSPITAL LONDON",1.639532064
"1227",180012,"HARDIN MEMORIAL HOSPITAL",1.418455687
"1228",180013,"THE MEDICAL CENTER AT BOWLING GREEN",1.492397582
"1229",180016,"JEWISH HOSPITAL - SHELBYVILLE",1.350400369
"1230",180017,"T J SAMSON COMMUNITY HOSPITAL",1.508601761
"1231",180018,"ST CLAIRE REGIONAL MEDICAL CENTER",1.31323228
"1232",180019,"MEADOWVIEW REGIONAL MEDICAL CENTER",1.235125913
"1233",180020,"MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT",0.995398912
"1234",180021,"PINEVILLE COMMUNITY HOSPITAL",0.988089855
"1235",180024,"SPRING VIEW HOSPITAL",1.211153885
"1236",180025,"FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H",1.49777615
"1237",180027,"MURRAY-CALLOWAY COUNTY HOSPITAL",1.207949222
"1238",180029,"HAZARD ARH REGIONAL MEDICAL CENTER",1.360032771
"1239",180035,"ST ELIZABETH MEDICAL CENTER NORTH",1.606899658
"1240",180036,"OUR LADY OF BELLEFONTE HOSPITAL",1.426534485
"1241",180038,"OWENSBORO MEDICAL HEALTH SYSTEM",1.561217516
"1242",180040,"JEWISH HOSPITAL & ST MARY'S HEALTHCARE",1.845967028
"1243",180043,"MEMORIAL HOSPITAL",1.177713157
"1244",180044,"PIKEVILLE MEDICAL CENTER",1.719210435
"1245",180045,"ST ELIZABETH FLORENCE",1.409083851
"1246",180046,"BOURBON COMMUNITY HOSPITAL",1.107476418
"1247",180048,"EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER",1.462513654
"1248",180049,"PATTIE A CLAY REGIONAL MEDICAL CENTER",1.375868754
"1249",180050,"HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL",1.057105942
"1250",180051,"JENNIE STUART MEDICAL CENTER",1.36041575
"1251",180053,"FLEMING COUNTY HOSPITAL",0.976850716
"1252",180056,"METHODIST HOSPITAL",1.128067935
"1253",180064,"SAINT JOSEPH MOUNT STERLING",1.350008694
"1254",180066,"LOGAN MEMORIAL HOSPITAL",1.135341674
"1255",180067,"UNIVERSITY OF KENTUCKY HOSPITAL",2.035658158
"1256",180069,"WILLIAMSON ARH HOSPITAL",1.020066639
"1257",180070,"TWIN LAKES REGIONAL MEDICAL CENTER",1.193116831
"1258",180078,"PAUL B HALL REGIONAL MEDICAL CENTER",1.243014336
"1259",180079,"HARRISON MEMORIAL HOSPITAL",1.107150321
"1260",180080,"BAPTIST REGIONAL MEDICAL CENTER",1.292236884
"1261",180087,"TAYLOR REGIONAL HOSPITAL",1.24212234
"1262",180088,"""NORTON HOSPITALS, INC""",1.77241782
"1263",180092,"CLARK REGIONAL MEDICAL CENTER",1.17370386
"1264",180093,"REGIONAL MEDICAL CENTER OF HOPKINS COUNTY",1.449561316
"1265",180095,"CRITTENDEN HEALTH SYSTEM",1.013085639
"1266",180101,"GEORGETOWN COMMUNITY HOSPITAL",1.219216217
"1267",180102,"LOURDES HOSPITAL",1.594824553
"1268",180103,"CENTRAL BAPTIST HOSPITAL",1.793154041
"1269",180104,"WESTERN BAPTIST HOSPITAL",1.558705406
"1270",180105,"MONROE COUNTY MEDICAL CENTER",0.917145242
"1271",180106,"""CLINTON COUNTY HOSPITAL, INC""",0.885982554
"1272",180115,"ROCKCASTLE HOSPITAL",0.92441585
"1273",180116,"JACKSON PURCHASE MEDICAL CENTER",1.301337736
"1274",180117,"PARKWAY REGIONAL HOSPITAL",0.965500325
"1275",180124,"GREENVIEW REGIONAL HOSPITAL",1.460057626
"1276",180127,"FRANKFORT REGIONAL MEDICAL CENTER",1.259323034
"1277",180128,"THREE RIVERS MEDICAL CENTER",1.019981548
"1278",180130,"BAPTIST HOSPITAL EAST",1.71668835
"1279",180132,"LAKE CUMBERLAND REGIONAL HOSPITAL",1.422259816
"1280",180138,"BAPTIST HOSPITAL NORTHEAST",1.288692502
"1281",180139,"KENTUCKY RIVER MEDICAL CENTER",1.01636053
"1282",180141,"UNIVERSITY OF LOUISVILLE HOSPITAL",1.793853968
"1283",180143,"SAINT JOSEPH EAST",1.670812055
"1284",180149,"WESTLAKE REGIONAL HOSPITAL",0.954249848
"1285",190001,"WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER",1.083858598
"1286",190002,"LAFAYETTE GENERAL MEDICAL CENTER",1.56182373
"1287",190003,"DAUTERIVE HOSPITAL",1.628359111
"1288",190004,"THIBODAUX REGIONAL MEDICAL CENTER",1.585474
"1289",190005,"CHARITY HOSPITAL & MED CENTER OF LA AT NO",1.67678872
"1290",190006,"UNIVERSITY MEDICAL CENTER",1.359856279
"1291",190007,"NATCHITOCHES REGIONAL MEDICAL CENTER",1.139205018
"1292",190008,"TERREBONNE GENERAL MEDICAL CENTER",1.724961305
"1293",190009,"HUEY P LONG MEDICAL CENTER",1.024090541
"1294",190011,"E A CONWAY MEDICAL CENTER",0.974046964
"1295",190013,"WEST CALCASIEU CAMERON HOSPITAL",1.501517315
"1296",190014,"TECHE REGIONAL MEDICAL CENTER",1.292153588
"1297",190015,"NORTH OAKS MEDICAL CENTER",1.528849486
"1298",190017,"OPELOUSAS GENERAL HEALTH SYSTEM",1.675846136
"1299",190019,"CHRISTUS ST FRANCES CABRINI HOSPITAL",1.685635272
"1300",190020,"LANE REGIONAL MEDICAL CENTER",1.353176521
"1301",190025,"SAVOY MEDICAL CENTER",1.205538314
"1302",190026,"RAPIDES REGIONAL MEDICAL CENTER",1.777077082
"1303",190027,"CHRISTUS ST PATRICK HOSPITAL",1.572895187
"1304",190034,"ABBEVILLE GENERAL HOSPITAL",1.177460868
"1305",190036,"OCHSNER FOUNDATION HOSPITAL",1.923848229
"1306",190039,"WEST JEFFERSON MEDICAL CENTER",1.574545732
"1307",190040,"SLIDELL MEMORIAL HOSPITAL",1.444072823
"1308",190041,"CHRISTUS SCHUMPERT HEALTH SYSTEM",1.523993584
"1309",190044,"AMERICAN LEGION HOSPITAL",1.215987854
"1310",190045,"ST TAMMANY PARISH HOSPITAL",1.559696036
"1311",190046,"TOURO INFIRMARY",1.624690664
"1312",190050,"BEAUREGARD MEMORIAL HOSPITAL",1.182483722
"1313",190053,"JENNINGS AMERICAN LEGION HOSPITAL",1.228126037
"1314",190054,"IBERIA GENERAL HOSPITAL AND MEDICAL CENTER",1.366829721
"1315",190060,"LAKE CHARLES MEMORIAL HOSPITAL",1.563750332
"1316",190064,"OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER",1.784526148
"1317",190065,"BATON ROUGE GENERAL MEDICAL CENTER",1.71461118
"1318",190079,"ST CHARLES PARISH HOSPITAL",1.112398024
"1319",190081,"WEST CARROLL MEMORIAL HOSPITAL",0.826703579
"1320",190086,"NORTHERN LOUISIANA MEDICAL CENTER",1.33622494
"1321",190088,"SPRINGHILL MEDICAL CENTER",1.050336216
"1322",190090,"WINN PARISH MEDICAL CENTER",0.94810444
"1323",190098,"LSU HEALTH SCIENCES CENTER - SHREVEPORT",1.707415682
"1324",190099,"AVOYELLES HOSPITAL",0.974158887
"1325",190102,"""OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC""",1.665634839
"1326",190106,"OAKDALE COMMUNITY HOSPITAL",1.078235577
"1327",190111,"WILLIS KNIGHTON MEDICAL CENTER",1.676585235
"1328",190114,"HOMER MEMORIAL HOSPITAL",1.058932493
"1329",190116,"MOREHOUSE GENERAL HOSPITAL",1.003066133
"1330",190118,"DESOTO REGIONAL HEALTH SYSTEM",0.922439094
"1331",190122,"EARL K LONG MEDICAL CENTER",1.390071958
"1332",190125,"ST FRANCIS MEDICAL CENTER",1.636218012
"1333",190128,"WOMAN'S HOSPITAL",1.208349084
"1334",190133,"ALLEN PARISH HOSPITAL",0.922486108
"1335",190135,"OCHSNER BAPTIST MEDICAL CENTER LLC",1.471960833
"1336",190140,"FRANKLIN MEDICAL CENTER",0.988851261
"1337",190144,"MINDEN MEDICAL CENTER",1.284720128
"1338",190145,"LASALLE GENERAL HOSPITAL",0.982000529
"1339",190146,"EAST JEFFERSON GENERAL HOSPITAL",1.60041182
"1340",190151,"RICHARDSON MEDICAL CENTER",1.028559554
"1341",190160,"GLENWOOD REGIONAL MEDICAL CENTER",1.508964566
"1342",190161,"W O MOSS REGIONAL MEDICAL CENTER",1.114747936
"1343",190164,"BYRD REGIONAL HOSPITAL",1.053632334
"1344",190167,"MERCY REGIONAL MEDICAL CENTER",1.189141755
"1345",190175,"RIVER PARISHES HOSPITAL",1.329481455
"1346",190176,"TULANE MEDICAL CENTER",1.766927213
"1347",190177,"LAKEVIEW REGIONAL MEDICAL CENTER",1.719164893
"1348",190183,"LEONARD J CHABERT MEDICAL CENTER",1.327759077
"1349",190184,"CITIZENS MEDICAL CENTER",0.943240904
"1350",190190,"CALDWELL MEMORIAL HOSPITAL",0.980081824
"1351",190199,"VILLA FELICIANA MEDICAL COMPLEX",0.957511096
"1352",190201,"WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES",1.376683787
"1353",190202,"OCHSNER MEDICAL CENTER-BATON ROUGE",1.623220523
"1354",190204,"""OCHSNER MEDICAL CENTER - NORTHSHORE, LLC""",1.599584639
"1355",190205,"THE REGIONAL MEDICAL CENTER OF ACADIANA",1.955538224
"1356",190208,"EAST CARROLL PARISH HOSPITAL",0.839252395
"1357",190218,"SABINE MEDICAL CENTER",0.838116972
"1358",190236,"WILLIS KNIGHTON BOSSIER HEALTH CENTER",1.403526599
"1359",190241,"PHYSICIANS MEDICAL CENTER",2.035048069
"1360",190242,"ST ELIZABETH HOSPITAL",1.381596939
"1361",190245,"MONROE SURGICAL HOSPITAL",1.492909552
"1362",190246,"P & S SURGICAL HOSPITAL",2.423917441
"1363",190250,"""LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC""",1.954630195
"1364",190251,"SURGICAL SPECIALTY CENTER OF BATON ROUGE",1.93683132
"1365",190255,"PARK PLACE SURGICAL HOSPITAL",0.927475
"1366",190256,"DOCTORS' HOSPITAL OF SLIDELL",2.504507472
"1367",190257,"GREEN CLINIC SURGICAL HOSPITAL",1.521556439
"1368",190259,"LAFAYETTE SURGICAL SPECIALTY HOSPITAL",2.499743899
"1369",190261,"OUACHITA COMMUNITY HOSPITAL",1.94446
"1370",190263,"HEART HOSPITAL OF LAFAYETTE",2.621872904
"1371",190266,"THE NEUROMEDICAL CENTER HOSPITAL",3.352461457
"1372",190267,"FAIRWAY MEDICAL CENTER",1.808446005
"1373",190268,"LAFAYETTE GENERAL SURGICAL HOSPITAL",1.846010561
"1374",190270,"SOUTHERN SURGICAL HOSPITAL",2.029496961
"1375",190273,"GREATER BATON ROUGE SURGICAL HOSPITAL",2.112847632
"1376",190274,"OCHSNER MEDICAL CENTER-KENNER LLC",1.78412517
"1377",190278,"SPECIALISTS HOSPITAL SHREVEPORT",2.62015388
"1378",190297,"DOCTORS HOSPITAL AT DEER CREEK LLC",1.287224143
"1379",190298,NA,2.35956909
"1380",190300,"ST CHARLES SURGICAL HOSPITAL LLC",1.0605
"1381",190303,NA,2.283986758
"1382",190304,NA,0.6897
"1383",190307,NA,0.646101867
"1384",200001,"ST JOSEPH HOSPITAL",1.322569643
"1385",200002,"MILES MEMORIAL HOSPITAL",1.156463499
"1386",200008,"MERCY HOSPITAL",1.570964142
"1387",200009,"MAINE MEDICAL CENTER",2.015818363
"1388",200018,"""AROOSTOOK MEDICAL CENTER,THE""",1.385375798
"1389",200019,"SOUTHERN MAINE MEDICAL CENTER",1.349325766
"1390",200020,"YORK HOSPITAL",1.303820095
"1391",200021,"MID COAST HOSPITAL",1.221394755
"1392",200024,"CENTRAL MAINE MEDICAL CENTER",1.657916455
"1393",200025,"PARKVIEW ADVENTIST MEDICAL CENTER",1.144080594
"1394",200031,"CARY MEDICAL CENTER",1.209775117
"1395",200033,"EASTERN MAINE MEDICAL CENTER",1.79389792
"1396",200034,"ST MARYS REGIONAL MEDICAL CENTER",1.513241416
"1397",200037,"FRANKLIN MEMORIAL HOSPITAL",1.186126623
"1398",200039,"MAINE GENERAL MEDICAL CENTER",1.399763705
"1399",200040,"HENRIETTA D GOODALL HOSPITAL",1.208610152
"1400",200041,"INLAND HOSPITAL",1.203050449
"1401",200050,"MAINE COAST MEMORIAL HOSPITAL",1.316187754
"1402",200052,"NORTHERN MAINE MEDICAL CENTER",1.217201861
"1403",200063,"PENOBSCOT BAY MEDICAL CENTER",1.174675112
"1404",210001,"MERITUS MEDICAL CENTER",1.580824564
"1405",210002,"UNIVERSITY OF MARYLAND MEDICAL CENTER",2.279267216
"1406",210003,"PRINCE GEORGES HOSPITAL CENTER",1.637376463
"1407",210004,"HOLY CROSS HOSPITAL",1.515383585
"1408",210005,"FREDERICK MEMORIAL HOSPITAL",1.393436981
"1409",210006,"HARFORD MEMORIAL HOSPITAL",1.238287081
"1410",210007,"SAINT JOSEPH MEDICAL CENTER",1.652794956
"1411",210008,"MERCY MEDICAL CENTER INC",1.624308213
"1412",210009,"THE JOHNS HOPKINS HOSPITAL",1.914962335
"1413",210011,"SAINT AGNES HOSPITAL",1.45443597
"1414",210012,"SINAI HOSPITAL OF BALTIMORE",1.615954571
"1415",210013,"BON SECOURS HOSPITAL",1.363678084
"1416",210015,"FRANKLIN SQUARE HOSPITAL CENTER",1.40583438
"1417",210016,"WASHINGTON ADVENTIST HOSPITAL",1.689696027
"1418",210017,"GARRETT COUNTY MEMORIAL HOSPITAL",1.329025632
"1419",210018,"MONTGOMERY GENERAL HOSPITAL INC",1.26966998
"1420",210019,"PENINSULA REGIONAL MEDICAL CENTER",1.66783913
"1421",210022,"SUBURBAN HOSPITAL",1.655789723
"1422",210023,"ANNE ARUNDEL MEDICAL CENTER",1.453860992
"1423",210024,"UNION MEMORIAL HOSPITAL",1.843735067
"1424",210027,"WESTERN MARYLAND REGIONAL MEDICAL CENTER",1.497335916
"1425",210028,"SAINT MARY'S HOSPITAL",1.193127942
"1426",210029,"JOHNS HOPKINS BAYVIEW MEDICAL CENTER",1.449663284
"1427",210030,"CHESTER RIVER HOSPITAL CENTER",1.142544974
"1428",210032,"UNION HOSPITAL OF CECIL COUNTY",1.324553348
"1429",210033,"CARROLL HOSPITAL CENTER",1.369107486
"1430",210034,"HARBOR HOSPITAL",1.487765392
"1431",210035,"CIVISTA MEDICAL CENTER",1.326746305
"1432",210037,"MEMORIAL HOSPITAL AT EASTON",1.238785082
"1433",210038,"MARYLAND GENERAL  HOSPITAL",1.423523839
"1434",210039,"CALVERT MEMORIAL HOSPITAL",1.176497643
"1435",210040,"NORTHWEST HOSPITAL CENTER",1.217406279
"1436",210043,"BALTIMORE WASHINGTON  MEDICAL CENTER",1.452890455
"1437",210044,"GREATER BALTIMORE MEDICAL CENTER",1.416911327
"1438",210045,"EDWARD MCCREADY MEMORIAL HOSPITAL",1.091891109
"1439",210048,"HOWARD COUNTY GENERAL HOSPITAL",1.430210567
"1440",210049,"UPPER CHESAPEAKE MEDICAL CENTER",1.418938894
"1441",210051,"DOCTORS'  COMMUNITY HOSPITAL",1.395018808
"1442",210054,"SOUTHERN MARYLAND HOSPITAL CENTER",1.367662227
"1443",210055,"LAUREL REGIONAL MEDICAL CENTER",1.636142501
"1444",210056,"GOOD SAMARITAN HOSPITAL",1.439287365
"1445",210057,"SHADY GROVE ADVENTIST HOSPITAL",1.389125647
"1446",210058,"JAMES LAWRENCE KERNAN HOSPITAL INC",1.424553028
"1447",210060,"FORT WASHINGTON HOSPITAL",1.136599738
"1448",210061,"ATLANTIC GENERAL HOSPITAL",1.584285193
"1449",220001,"""HEALTHALLIANCE HOSPITALS, INC""",1.346484359
"1450",220002,"MOUNT AUBURN HOSPITAL",1.487930051
"1451",220008,"STURDY MEMORIAL HOSPITAL",1.343967558
"1452",220010,"LAWRENCE GENERAL HOSPITAL",1.34555145
"1453",220011,"CAMBRIDGE HEALTH ALLIANCE",1.180199744
"1454",220012,"CAPE COD HOSPITAL",1.56801136
"1455",220015,"""COOLEY DICKINSON HOSPITAL INC,THE""",1.285982115
"1456",220016,"BAYSTATE FRANKLIN MEDICAL CENTER",1.133415687
"1457",220017,"""CARNEY HOSPITAL, A CARITAS FAMILY HOSPITAL""",1.225689817
"1458",220019,"HARRINGTON MEMORIAL HOSPITAL",1.141377779
"1459",220020,"""SAINT ANNE'S HOSPITAL, A CARITAS FAMILY HOSPITAL""",1.294203932
"1460",220024,"HOLYOKE MEDICAL CENTER",1.221375696
"1461",220029,"ANNA JAQUES HOSPITAL",1.171147306
"1462",220030,"WING MEMORIAL HOSPITAL AND MEDICAL CENTER",1.074947157
"1463",220031,"BOSTON MEDICAL CENTER CORPORATION",1.691870707
"1464",220033,"BEVERLY HOSPITAL CORPORATION",1.29575276
"1465",220035,"NORTH SHORE MEDICAL CENTER",1.463910825
"1466",220036,"""ST ELIZABETH'S MEDICAL CENTER, A CARITAS FAMILY HO""",1.661129891
"1467",220046,"BERKSHIRE MEDICAL CENTER INC",1.483373086
"1468",220049,"MARLBOROUGH HOSPITAL",1.145265502
"1469",220050,"BAYSTATE MARY LANE HOSPITAL",1.082482733
"1470",220051,"NORTH ADAMS REGIONAL HOSPITAL",1.391202385
"1471",220052,"SIGNATURE HEALTHCARE BROCKTON HOSPITAL",1.311824868
"1472",220058,"CLINTON HOSPITAL ASSOCIATION",0.938434745
"1473",220060,"JORDAN HOSPITAL INC",1.331419755
"1474",220062,"ADCARE HOSPITAL OF WORCESTER INC",0.869626176
"1475",220063,"LOWELL GENERAL HOSPITAL",1.377159615
"1476",220065,"NOBLE HOSPITAL",1.126244119
"1477",220066,"MERCY MEDICAL CENTER",1.380214833
"1478",220067,"QUINCY MEDICAL CENTER",1.295866104
"1479",220070,"HALLMARK HEALTH SYSTEM",1.218699732
"1480",220071,"MASSACHUSETTS GENERAL HOSPITAL",1.970706067
"1481",220073,"MORTON HOSPITAL & MEDICAL CENTER",1.246971284
"1482",220074,"""SOUTHCOAST HOSPITAL GROUP, INC""",1.369261834
"1483",220075,"MASSACHUSETTS EYE AND EAR INFIRMARY",1.608197954
"1484",220077,"BAYSTATE MEDICAL CENTER",1.707289477
"1485",220080,"""HOLY FAMILY HOSPITAL, A CARITAS FAMILY HOSPITAL""",1.338250389
"1486",220082,"SAINTS  MEDICAL CENTER INC",1.392624298
"1487",220083,"BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM",1.234612128
"1488",220084,"EMERSON HOSPITAL",1.294202751
"1489",220086,"BETH ISRAEL DEACONESS MEDICAL CENTER",1.911277204
"1490",220088,"NEW ENGLAND BAPTIST HOSPITAL",2.389128418
"1491",220090,"MILFORD REGIONAL MEDICAL CENTER",1.184209328
"1492",220095,"HEYWOOD HOSPITAL",1.26346059
"1493",220098,"NASHOBA VALLEY MEDICAL CENTER",1.070553197
"1494",220100,"SOUTH SHORE HOSPITAL",1.308223271
"1495",220101,"NEWTON-WELLESLEY HOSPITAL",1.400422531
"1496",220105,"WINCHESTER HOSPITAL",1.236170208
"1497",220108,"MILTON HOSPITAL INC",1.276049682
"1498",220110,"BRIGHAM AND WOMEN'S HOSPTIAL",2.161763426
"1499",220111,"""GOOD SAMARITAN MEDICAL CENTER, A CARITAS FAMILY HO""",1.282558238
"1500",220116,"TUFTS MEDICAL CENTER",2.002199318
"1501",220119,"FAULKNER HOSPITAL",1.11285748
"1502",220126,"""NORWOOD HOSPITAL, A CARITAS FAMILY HOSPITAL""",1.251426225
"1503",220135,"FALMOUTH HOSPITAL",1.555320401
"1504",220163,"UMASS MEMORIAL MEDICAL CENTER INC",1.681073533
"1505",220171,"LAHEY CLINIC HOSPITAL",1.746146832
"1506",220174,"MERRIMACK VALLEY HOSPITAL",1.232824175
"1507",220175,"METROWEST MEDICAL CENTER",1.325281683
"1508",220176,"ST VINCENT HOSPITAL",1.45280123
"1509",220177,"NANTUCKET COTTAGE HOSPITAL",0.924644201
"1510",230002,"ST MARY MERCY HOSPITAL",1.363862792
"1511",230003,"ZEELAND COMMUNITY HOSPITAL",1.345304536
"1512",230004,"""MERCY HEALTH PARTNERS, MERCY CAMPUS""",1.8077946
"1513",230005,"EMMA L BIXBY MEDICAL CENTER",1.262391894
"1514",230013,"DOCTOR'S HOSPITAL OF MICHIGAN",1.199193575
"1515",230015,"THREE RIVERS HEALTH",1.117405013
"1516",230017,"BRONSON METHODIST HOSPITAL",1.702120541
"1517",230019,"PROVIDENCE HOSPITAL AND MEDICAL CENTERS",1.553557191
"1518",230020,"OAKWOOD HOSPITAL AND MEDICAL CENTER",1.728750598
"1519",230021,"""LAKELAND HOSPITAL, ST JOSEPH""",1.567676995
"1520",230022,"COMMUNITY HEALTH CENTER OF BRANCH COUNTY",1.228921125
"1521",230024,"SINAI-GRACE HOSPITAL",1.667042558
"1522",230029,"ST JOSEPH MERCY OAKLAND",1.721275608
"1523",230030,"GRATIOT MEDICAL CENTER",1.298938461
"1524",230031,"ST JOSEPH MERCY PORT HURON",1.495632561
"1525",230035,"SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS",1.368397687
"1526",230036,"ALPENA REGIONAL MEDICAL CENTER",1.461170189
"1527",230037,"HILLSDALE COMMUNITY HEALTH CENTER",1.215603148
"1528",230038,"SPECTRUM HEALTH - BUTTERWORTH CAMPUS",1.813887291
"1529",230040,"PENNOCK HOSPITAL",1.27502369
"1530",230041,"BAY REGIONAL MEDICAL CENTER",1.690683654
"1531",230046,"UNIVERSITY OF MICHIGAN HEALTH SYSTEM",1.954516973
"1532",230047,"HENRY FORD MACOMB HOSPITAL",1.586769031
"1533",230053,"HENRY FORD HOSPITAL",1.710748606
"1534",230054,"MARQUETTE GENERAL HOSPITAL",1.997305508
"1535",230055,"DICKINSON COUNTY MEMORIAL HOSPITAL",1.384815966
"1536",230058,"MERCY HOSPITAL - GRAYLING",1.235308117
"1537",230059,"SAINT MARY'S HEALTH CARE",1.675302659
"1538",230066,"""MERCY HEALTH PARTNERS, HACKLEY CAMPUS""",1.391862123
"1539",230069,"SAINT JOSEPH MERCY LIVINGSTON HOSPITAL",1.249559441
"1540",230070,"""COVENANT MEDICAL CENTER, INC""",1.585771558
"1541",230071,"STRAITH HOSPITAL FOR SPECIAL SURGERY",1.346182349
"1542",230072,"HOLLAND COMMUNITY HOSPITAL",1.558283858
"1543",230075,"BATTLE CREEK HEALTH SYSTEM",1.507908626
"1544",230077,"ST MARY'S OF MICHIGAN MEDICAL CENTER",1.823953724
"1545",230078,"COMMUNITY HOSPITAL",1.120424553
"1546",230080,"CENTRAL MICHIGAN COMMUNITY HOSPITAL",1.361965955
"1547",230081,"MERCY HOSPITAL - CADILLAC",1.273384533
"1548",230085,"SOUTH HAVEN COMMUNITY HOSPITAL",1.291244066
"1549",230089,"""BEAUMONT HOSPITAL, GROSSE POINTE""",1.458377179
"1550",230092,"ALLEGIANCE HEALTH",1.527263835
"1551",230093,"MECOSTA COUNTY MEDICAL CENTER",1.356038074
"1552",230095,"WEST BRANCH REGIONAL MEDICAL CENTER",1.251323238
"1553",230096,"STURGIS HOSPITAL",1.201906078
"1554",230097,"MUNSON MEDICAL CENTER",1.707052367
"1555",230099,"MERCY MEMORIAL HOSPITAL SYSTEM",1.25298206
"1556",230100,"TAWAS ST JOSEPH HOSPITAL",1.321615692
"1557",230104,"HARPER UNIVERSITY HOSPITAL",1.765357556
"1558",230105,"NORTHERN MICHIGAN REGIONAL HOSPITAL",1.750873558
"1559",230106,"SPECTRUM HEALTH GERBER MEMORIAL",1.370435222
"1560",230108,"PORTAGE HEALTH HOSPITAL",1.390406498
"1561",230110,"MEMORIAL MEDICAL CENTER OF WEST MICHIGAN",1.305575726
"1562",230117,"BORGESS MEDICAL CENTER",1.762860215
"1563",230118,"HURON MEDICAL CENTER",1.515289819
"1564",230121,"MEMORIAL HEALTHCARE",1.389196642
"1565",230130,"WILLIAM BEAUMONT HOSPITAL",1.733858583
"1566",230132,"HURLEY MEDICAL CENTER",1.549741059
"1567",230133,"OTSEGO MEMORIAL HOSPITAL",1.478049124
"1568",230141,"MCLAREN REGIONAL MEDICAL CENTER",1.649088205
"1569",230142,"OAKWOOD ANNAPOLIS HOSPITAL",1.365058605
"1570",230144,"FOREST HEALTH MEDICAL CENTER",1.541561122
"1571",230146,"HENRY FORD WYANDOTTE HOSPITAL",1.475760015
"1572",230151,"BOTSFORD HOSPITAL",1.354824115
"1573",230156,"ST JOSEPH MERCY HOSPITAL",1.702532177
"1574",230165,"ST JOHN HOSPITAL AND MEDICAL CENTER",1.656253204
"1575",230167,"INGHAM REGIONAL MEDICAL CENTER",1.592543731
"1576",230174,"NORTH OTTAWA COMMUNITY HOSPITAL",1.413838314
"1577",230176,"OAKWOOD SOUTHSHORE MEDICAL CENTER",1.476959636
"1578",230180,"MIDMICHIGAN MEDICAL CENTER-CLARE",1.252889942
"1579",230193,"LAPEER REGIONAL MEDICAL CENTER",1.41239755
"1580",230195,"ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER",1.470228993
"1581",230197,"GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK",1.817176379
"1582",230207,"POH MEDICAL CENTER",1.544116242
"1583",230208,"CARSON CITY HOSPITAL",1.345127099
"1584",230216,"PORT HURON HOSPITAL",1.497037596
"1585",230217,"OAKLAWN HOSPITAL",1.384904007
"1586",230222,"MIDMICHIGAN MEDICAL CENTER-MIDLAND",1.678433988
"1587",230227,"MOUNT CLEMENS REGIONAL MEDICAL CENTER",1.62210608
"1588",230230,"EDWARD W SPARROW HOSPITAL",1.640021193
"1589",230236,"METRO HEALTH HOSPITAL",1.645198457
"1590",230239,"CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL",1.311690623
"1591",230241,"ST JOHN RIVER DISTRICT HOSPITAL",1.202406449
"1592",230244,"GARDEN CITY HOSPITAL",1.355965081
"1593",230254,"CRITTENTON HOSPITAL MEDICAL CENTER",1.598574107
"1594",230259,"CHELSEA COMMUNITY HOSPITAL",1.470122088
"1595",230264,"SOUTHEAST MICHIGAN SURGICAL HOSPITAL",1.58301591
"1596",230269,"WILLIAM BEAUMONT HOSPITAL-TROY",1.426297622
"1597",230270,"OAKWOOD HERITAGE HOSPITAL",1.371732283
"1598",230273,"DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER",1.544041191
"1599",230275,"HEALTHSOURCE SAGINAW",0.672321088
"1600",230277,"HURON VALLEY-SINAI HOSPITAL",1.508634792
"1601",230279,"BRIGHTON HOSPITAL",0.879727678
"1602",230297,"KARMANOS CANCER CENTER",1.905709055
"1603",230301,"OAKLAND REGIONAL HOSPITAL",1.371302791
"1604",230302,"HENRY FORD WEST BLOOMFIELD HOSPITAL",1.461885432
"1605",240001,"NORTH MEMORIAL HEALTH CARE",1.681416292
"1606",240002,"ST MARY'S MEDICAL CENTER",1.821766907
"1607",240004,"HENNEPIN COUNTY MEDICAL CENTER",1.76206702
"1608",240006,"OLMSTED MEDICAL CENTER",1.311145687
"1609",240010,"MAYO CLINIC - SAINT MARYS HOSPITAL",2.193235561
"1610",240014,"NORTHFIELD HOSPITAL",1.2390228
"1611",240018,"FAIRVIEW RED WING HOSPITAL",1.355330589
"1612",240019,"SMDC MEDICAL CENTER",1.384169627
"1613",240020,"CAMBRIDGE MEDICAL CENTER",1.214984572
"1614",240022,"SANFORD REGIONAL HOSPITAL WORTHINGTON",1.168703055
"1615",240030,"DOUGLAS COUNTY HOSPITAL",1.700541766
"1616",240036,"ST CLOUD HOSPITAL",1.657534061
"1617",240038,"UNITED HOSPITAL",1.593060394
